Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
925;21101087907;"PSU Research Review";journal;"23984007, 23991747";"Emerald Group Holdings Ltd.";Yes;Yes;0,562;Q2;25;0;80;0;369;80;4,40;0,00;0,00;0;United Kingdom;Western Europe;"Emerald Group Holdings Ltd.";"2017-2024";"Business, Management and Accounting (miscellaneous) (Q2); Computer Science Applications (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Education (Q2); Social Sciences (miscellaneous) (Q2)";"Business, Management and Accounting; Computer Science; Economics, Econometrics and Finance; Social Sciences"
926;33201;"Conference Record - International Conference on Communications";conference and proceedings;"05361486";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,562;-;137;1124;2995;19899;5592;2984;1,79;17,70;26,63;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1969, 1979-1987, 1989-2025";"Computer Networks and Communications; Electrical and Electronic Engineering; Media Technology";"Computer Science; Engineering"
927;6200180165;"Signal, Image and Video Processing";journal;"18631711, 18631703";"Springer London";No;No;0,561;Q2;66;1456;1599;51301;5667;1599;3,56;35,23;32,04;0;United Kingdom;Western Europe;"Springer London";"2007-2026";"Electrical and Electronic Engineering (Q2); Signal Processing (Q2)";"Computer Science; Engineering"
928;25612;"International Journal of Computerized Dentistry";journal;"14634201";"Quintessenz Verlags-GmbH";No;No;0,560;Q2;43;32;105;205;206;95;1,69;6,41;32,76;0;Germany;Western Europe;"Quintessenz Verlags-GmbH";"1998-2025";"Computer Science Applications (Q2); Dentistry (miscellaneous) (Q2); Medicine (miscellaneous) (Q2)";"Computer Science; Dentistry; Medicine"
929;21100239834;"Journal of Aerospace Information Systems";journal;"23273097";"American Institute of Aeronautics and Astronautics Inc. (AIAA)";No;No;0,560;Q2;50;79;214;3352;508;203;2,12;42,43;21,74;0;United States;Northern America;"American Institute of Aeronautics and Astronautics Inc. (AIAA)";"2013-2026";"Aerospace Engineering (Q2); Computer Science Applications (Q2); Electrical and Electronic Engineering (Q2)";"Computer Science; Engineering"
930;19900192316;"International Journal of Architectural Computing";journal;"20483988, 14780771";"SAGE Publications Inc.";No;No;0,559;Q2;29;78;126;3324;379;114;3,58;42,62;37,84;0;United Kingdom;Western Europe;"SAGE Publications Inc.";"2006, 2011-2026";"Building and Construction (Q2); Computer Graphics and Computer-Aided Design (Q2); Computer Science Applications (Q2)";"Computer Science; Engineering"
931;21101061831;"Grey Systems";journal;"20439385, 20439377";"Emerald Group Publishing Ltd.";No;No;0,556;Q2;35;51;124;2105;444;121;3,57;41,27;39,86;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2011-2026";"Applied Mathematics (Q2); Computer Science (miscellaneous) (Q2); Control and Systems Engineering (Q2)";"Computer Science; Engineering; Mathematics"
932;21100829268;"Applied Sciences (Switzerland)";journal;"20763417";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,555;Q2;197;13264;38386;655788;142518;37639;3,62;49,44;33,41;9;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2011-2026";"Computer Science Applications (Q2); Engineering (miscellaneous) (Q2); Fluid Flow and Transfer Processes (Q2); Instrumentation (Q2); Materials Science (miscellaneous) (Q2); Process Chemistry and Technology (Q3)";"Chemical Engineering; Computer Science; Engineering; Materials Science; Physics and Astronomy"
933;21100812152;"International Journal of Networked and Distributed Computing";journal;"22117938, 22117946";"Springer Science and Business Media B.V.";Yes;No;0,554;Q2;18;33;36;1721;170;35;4,97;52,15;30,19;0;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"2013-2026";"Computer Networks and Communications (Q2); Computer Science Applications (Q2)";"Computer Science"
934;74910;"Proceedings - Symposium on Computer Arithmetic";conference and proceedings;"25762265, 10636889";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,554;-;38;24;68;469;89;62;0,92;19,54;19,70;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1972, 1975, 1983, 1985, 1987, 1989, 1991, 1993, 1995, 1997, 1999, 2001, 2003, 2005, 2007, 2009, 2011, 2013, 2015-2016, 2018-2025";"Hardware and Architecture; Software; Theoretical Computer Science";"Computer Science; Mathematics"
935;17600155133;"E-Learning and Digital Media";journal;"20427530, 17418887";"SAGE Publications Inc.";No;No;0,553;Q2;39;75;165;2773;496;165;2,29;36,97;50,29;0;United Kingdom;Western Europe;"SAGE Publications Inc.";"2009-2026";"Computer Science Applications (Q2); Education (Q2)";"Computer Science; Social Sciences"
936;21100899438;"Communication Research and Practice";journal;"22063374";"Taylor and Francis Ltd.";No;No;0,551;Q2;23;45;94;2156;182;77;2,27;47,91;69,70;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2016, 2018-2025";"Communication (Q2); Computer Networks and Communications (Q2); Marketing (Q2); Political Science and International Relations (Q2); Human-Computer Interaction (Q3)";"Business, Management and Accounting; Computer Science; Social Sciences"
937;21101013582;"IEEE Transactions on Games";journal;"24751510, 24751502";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,551;Q2;60;124;220;6390;803;216;3,31;51,53;23,33;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2018-2026";"Artificial Intelligence (Q2); Control and Systems Engineering (Q2); Electrical and Electronic Engineering (Q2); Software (Q2)";"Computer Science; Engineering"
938;12443;"Real-Time Systems";journal;"09226443, 15731383";"Springer Netherlands";Yes;No;0,550;Q2;62;22;62;605;136;52;2,28;27,50;16,95;0;Netherlands;Western Europe;"Springer Netherlands";"1989-2025";"Computer Networks and Communications (Q2); Computer Science Applications (Q2); Control and Optimization (Q2); Control and Systems Engineering (Q2); Electrical and Electronic Engineering (Q2); Modeling and Simulation (Q2)";"Computer Science; Engineering; Mathematics"
939;29114;"Engineering Optimization";journal;"0305215X, 10290273";"Taylor and Francis Ltd.";No;No;0,549;Q2;82;229;350;10868;1169;350;3,19;47,46;24,40;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1974-2026";"Applied Mathematics (Q2); Computer Science Applications (Q2); Control and Optimization (Q2); Industrial and Manufacturing Engineering (Q2); Management Science and Operations Research (Q2)";"Computer Science; Decision Sciences; Engineering; Mathematics"
940;24501;"Computational Geosciences";journal;"15731499, 14200597";"Springer Science and Business Media Deutschland GmbH";No;No;0,547;Q2;86;56;229;2867;634;225;2,38;51,20;16,58;0;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"1997-2026";"Computational Mathematics (Q2); Computational Theory and Mathematics (Q2); Computer Science Applications (Q2); Computers in Earth Sciences (Q2)";"Computer Science; Earth and Planetary Sciences; Mathematics"
941;25028;"Computers and Graphics";journal;"00978493";"Elsevier Ltd";No;No;0,546;Q2;92;297;652;14994;1996;581;3,00;50,48;29,61;0;United Kingdom;Western Europe;"Elsevier Ltd";"1975-1980, 1982-2026";"Computer Graphics and Computer-Aided Design (Q2); Computer Vision and Pattern Recognition (Q2); Engineering (miscellaneous) (Q2); Signal Processing (Q2); Software (Q2); Human-Computer Interaction (Q3)";"Computer Science; Engineering"
942;21101096684;"HighTech and Innovation Journal";journal;"27239535";"Ital Publication";Yes;No;0,546;Q2;24;84;177;3602;792;177;5,29;42,88;37,61;0;Italy;Western Europe;"Ital Publication";"2020-2025";"Computer Science (miscellaneous) (Q2); Engineering (miscellaneous) (Q2)";"Computer Science; Engineering"
943;5200152635;"IEEE Computer Architecture Letters";journal;"15566064, 15566056";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,544;Q2;46;102;149;1321;309;149;2,11;12,95;22,45;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1994, 2002-2026";"Hardware and Architecture (Q2)";"Computer Science"
944;21101044442;"Online Journal of Communication and Media Technologies";journal;"19863497";"Bastas";No;No;0,544;Q2;17;42;166;2288;551;166;3,93;54,48;54,55;2;Cyprus;Western Europe;"Bastas";"2015, 2019-2025";"Media Technology (Q1); Communication (Q2); Computer Science Applications (Q2); Education (Q2)";"Computer Science; Engineering; Social Sciences"
945;21100421900;"Information and Computer Security";journal;"2056497X, 20564961";"Emerald Publishing";No;No;0,543;Q2;63;77;110;4356;496;108;4,85;56,57;34,17;0;United Kingdom;Western Europe;"Emerald Publishing";"2015-2026";"Computer Networks and Communications (Q2); Information Systems (Q2); Information Systems and Management (Q2); Management Information Systems (Q2); Management of Technology and Innovation (Q2); Software (Q2)";"Business, Management and Accounting; Computer Science; Decision Sciences"
946;21101222651;"IEEE Open Journal of Circuits and Systems";journal;"26441225";"Institute of Electrical and Electronics Engineers Inc.";Yes;No;0,542;Q2;20;49;95;1826;227;89;2,26;37,27;17,26;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2020-2026";"Electrical and Electronic Engineering (Q2); Electronic, Optical and Magnetic Materials (Q2); Signal Processing (Q2)";"Computer Science; Engineering; Materials Science"
947;21100970247;"International Journal of Data and Network Science";journal;"25618148, 25618156";"Growing Science";Yes;Yes;0,542;Q2;49;95;598;4730;3458;598;5,43;49,79;33,58;0;Canada;Northern America;"Growing Science";"2018-2026";"Artificial Intelligence (Q2); Communication (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Information Systems (Q2); Software (Q2)";"Computer Science; Social Sciences"
948;21100200660;"International Journal of Web Information Systems";journal;"17440084, 17440092";"Emerald Group Publishing Ltd.";No;No;0,542;Q2;27;40;72;1799;233;70;3,45;44,98;29,77;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2005-2026";"Computer Networks and Communications (Q2); Information Systems (Q2)";"Computer Science"
949;21100466404;"Cogent Engineering";journal;"23311916";"Cogent OA";Yes;No;0,541;Q2;58;105;874;5211;3345;874;3,78;49,63;22,15;0;United Kingdom;Western Europe;"Cogent OA";"2014-2026";"Chemical Engineering (miscellaneous) (Q2); Computer Science (miscellaneous) (Q2); Engineering (miscellaneous) (Q2)";"Chemical Engineering; Computer Science; Engineering"
950;23746;"Computer";trade journal;"15580814, 00189162";"IEEE Computer Society";No;No;0,541;Q2;192;235;600;3823;1449;546;2,29;16,27;25,23;0;United States;Northern America;"IEEE Computer Society";"1970-2026";"Computer Science (miscellaneous) (Q2)";"Computer Science"
951;25531;"IEEE Multimedia";journal;"1070986X, 19410166";"IEEE Computer Society";No;No;0,541;Q2;78;53;128;1008;416;122;3,37;19,02;37,82;0;United States;Northern America;"IEEE Computer Society";"1994-2026";"Media Technology (Q1); Computer Science Applications (Q2); Hardware and Architecture (Q2); Signal Processing (Q2); Software (Q2)";"Computer Science; Engineering"
952;21100853805;"Quantitative Biology";journal;"20954697, 20954689";"John Wiley and Sons Inc";No;No;0,540;Q2;25;41;109;2901;223;98;2,46;70,76;38,52;0;China;Asiatic Region;"John Wiley and Sons Inc";"2013-2026";"Applied Mathematics (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Computer Science Applications (Q2); Modeling and Simulation (Q2)";"Biochemistry, Genetics and Molecular Biology; Computer Science; Mathematics"
953;22315;"Personal and Ubiquitous Computing";journal;"16174909, 16174917";"Springer London";No;No;0,539;Q2;106;11;328;690;1121;306;3,70;62,73;32,35;0;United Kingdom;Western Europe;"Springer London";"1997-2026";"Computer Science Applications (Q2); Hardware and Architecture (Q2); Library and Information Sciences (Q2); Management Science and Operations Research (Q2)";"Computer Science; Decision Sciences; Social Sciences"
954;21100924372;"Data";journal;"23065729";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,538;Q2;49;211;519;8330;1653;415;2,96;39,48;33,88;0;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2016-2026";"Computer Science Applications (Q2); Information Systems (Q2); Information Systems and Management (Q2)";"Computer Science; Decision Sciences"
955;21101047130;"Sampling Theory, Signal Processing, and Data Analysis";journal;"27305724, 27305716";"Springer International Publishing";No;No;0,538;Q2;22;24;74;1164;96;74;1,28;48,50;23,73;0;Switzerland;Western Europe;"Springer International Publishing";"2018, 2021-2026";"Algebra and Number Theory (Q2); Analysis (Q2); Computational Mathematics (Q2); Radiology, Nuclear Medicine and Imaging (Q2); Signal Processing (Q2)";"Computer Science; Mathematics; Medicine"
956;28455;"Computational Complexity";journal;"14208954, 10163328";"Springer International Publishing";No;No;0,537;Q2;45;19;43;616;46;43;0,77;32,42;10,81;0;Switzerland;Western Europe;"Springer International Publishing";"1991-1996, 1998-2026";"Computational Mathematics (Q2); Computational Theory and Mathematics (Q2); Mathematics (miscellaneous) (Q2); Theoretical Computer Science (Q2)";"Computer Science; Mathematics"
957;19700182406;"International Journal of Intelligent Computing and Cybernetics";journal;"1756378X, 17563798";"Emerald Group Publishing Ltd.";No;No;0,537;Q2;29;50;108;2495;384;108;4,08;49,90;31,08;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2008-2026";"Computer Science (miscellaneous) (Q2)";"Computer Science"
958;25887;"Discrete and Computational Geometry";journal;"14320444, 01795376";"Springer New York";No;No;0,536;Q2;78;143;337;3599;311;332;0,85;25,17;16,36;0;United States;Northern America;"Springer New York";"1986-2026";"Computational Theory and Mathematics (Q2); Discrete Mathematics and Combinatorics (Q2); Geometry and Topology (Q2); Theoretical Computer Science (Q2)";"Computer Science; Mathematics"
959;21101061989;"Data Intelligence";journal;"2641435X, 20967004";"Science Press";Yes;Yes;0,535;Q2;31;38;157;1575;582;141;4,50;41,45;36,25;0;China;Asiatic Region;"Science Press";"2019-2025";"Artificial Intelligence (Q2); Computer Science Applications (Q2); Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
960;21100448516;"Journal of Information Technology Education: Innovations in Practice";journal;"2165316X, 21653151";"Informing Science Institute";Yes;No;0,535;Q2;18;29;36;1367;136;36;3,72;47,14;57,50;0;United States;Northern America;"Informing Science Institute";"2015-2025";"Computer Science (miscellaneous) (Q2); Education (Q2)";"Computer Science; Social Sciences"
961;145223;"Proceedings - International Conference on Network Protocols, ICNP";conference and proceedings;"10921648";"IEEE Computer Society";No;No;0,535;-;74;104;214;3164;375;206;1,60;30,42;31,03;0;United States;Northern America;"IEEE Computer Society";"1999-2000, 2002-2014, 2016-2025";"Computer Networks and Communications; Engineering (miscellaneous); Software";"Computer Science; Engineering"
962;21100873335;"Journal of Control and Decision";journal;"23307714, 23307706";"Taylor and Francis Ltd.";No;No;0,533;Q2;26;233;217;8753;632;214;2,86;37,57;31,61;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2014-2026";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Control and Optimization (Q2); Control and Systems Engineering (Q2); Information Systems (Q2); Signal Processing (Q2); Human-Computer Interaction (Q3)";"Computer Science; Engineering; Mathematics"
963;18895;"Journal of Advanced Transportation";journal;"01976729, 20423195";"John Wiley and Sons Ltd";Yes;No;0,532;Q2;77;155;833;7314;2386;832;2,66;47,19;34,40;0;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1979-2026";"Automotive Engineering (Q2); Computer Science Applications (Q2); Economics and Econometrics (Q2); Mechanical Engineering (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Computer Science; Economics, Econometrics and Finance; Engineering"
